line,au_code
"O Snaphance, have I found you?",TM
O sorrow!,TM
"O Susan, she thou lovedst so dear is gone.",TM
"O sweet father, for love's sake pity me!",TM
"O sweet gentlemen, I am a poor servant,",TM
O sweet maid!,TM
"O sweet youth, into the nurse quick,",TM
O tempora! O mors!,TM
"O that, that, that or nothing.",TM
O venturous baggage!,TM
"O, 'twas timely.",TM
"O, abominable!",TM
"O, as you tender the dear life of a gentlewoman,",TM
"O, bless the woman--Mistress Underman!",TM
"O, brave.",TM
"O, bring me death tonight, love-pitying Fates,",TM
"O, delicious, one may discover her country by her kissing.",TM
"O, happy is the maid whose life takes end,",TM
"O, here comes the chief gossip, neighbours.",TM
"O, here she's brought, see how she looks like death.",TM
"O, here she's come, sir.",TM
"O, here's a day of toil well passed o'er,",TM
"O, how miraculously did my father's plate 'scape,",TM
"O, how she's changed in compass of an hour.",TM
"O, I beseech you, sir--",TM
"O, I could die with music: well sung, girl.",TM
"O, I shall have such kissing work today;",TM
"O, I shall see thee, never, never, never.",TM
"O, I'm betrayed.",TM
"O, is't that time of day? Give you joy of your tongue,",TM
"O, my heart dies!",TM
"O, nothing now, all that I wish is present. I would have a",TM
"O, now 'tis quit, sir.",TM
"O, one of Hobson's porters, thou art welcome.",TM
"O, one of them, one of them would ha' served my turn.",TM
"O, passing good, sir,",TM
"O, rarely, Tim, the sweetest British songs.",TM
"O, she had great speed; we were afraid once,",TM
"O, she's gone forever, that letter broke her heart.",TM
"O, sick to death he tells me:",TM
"O, that e'er I was begot, or bred, or born.",TM
"O, there's a trick beyond your logic, Tim.",TM
"O, this is horrible, she wets as she kisses;",TM
"O, this news has cut into my heart, coz.",TM
"O, thy news splits me.",TM
"O, turn, sir, turn.",TM
"O, two miraculous blessings; 'tis the knight",TM
"O, we are betrayed!",TM
"O, we love that sight well, you cannot please us better.",TM
"O, with a following look.",TM
"O, you are at too much charge, sir.",TM
"O, you are but our mistress's husband.",TM
"O, you undo me, sir;",TM
"obedience, term 'em e'en so, sweet wife? As there is no",TM
"of a diamond. Sir, 'twere pity to lose the least grace.",TM
Of a good dinner; we must make it up now,TM
"Of a good wench i' the house, who, made of pity,",TM
"Of all wittols,",TM
"Of any envious hearer starved in virtue,",TM
Of both these lovers?,TM
Of comforts coming towards me;,TM
Of former life in me? What's the news now?,TM
Of grace and mercy.,TM
"Of him your hate pursued, it spreads no further;",TM
"Of his heart [fret], I feed, laugh, or sing,",TM
Of mutton.,TM
"Of my soul and conscience,",TM
"Of my wife's foul smocks, going to the washers?",TM
"Of some half ounce, stand fair and comely, with the spark",TM
"of the gentleman [Touchwood Junior], solemnly decked,",TM
"Of the unfortunate marriage, yonder 'tis.",TM
"Of this departed gentleman, in a brother,",TM
"Of this half yard of flesh, in which I think it wants",TM
"Of what weight, sir?",TM
"Oh Wat, how dost, Nick? Go to school,",TM
One Allwit's wife.,TM
"One feast will serve them both: marry, for room",TM
One hundred pound now in hand.,TM
"One kiss, and farewell.",TM
"One Mr. Touchwood, a fine gentleman,",TM
"One that ne'er went to school with me neither,",TM
Only indeed it has the mother's mouth.,TM
"Only to me; then time shall never grieve me,",TM
"Or else anon i' the evening, twenty devices;",TM
"Or else I had a bad head: you must receive, sir,",TM
"Or else pick a' famine; her blood's mine,",TM
Or else we prove ungrateful multipliers:,TM
Or ha' the heart to venture; I expect her,TM
Or logic will never do't.,TM
"or rather cozened you with a gilded twopence, to bring",TM
Or the disease of lust.,TM
Or women's wet eyes.,TM
"Over all Cambridge, and that's half a knight.",TM
Over the houses:,TM
Pardon you?,TM
Participat.,TM
"Patience, sweet wife.",TM
"Pays servants' wages, not so much, but--",TM
Peace close mine eyes. [Swoons.],TM
"Peace, bastard.",TM
"Perhaps that's the sweeter,",TM
"Pish, I made haberdins of 'em in church porches.",TM
"Pish, put on, Jack.",TM
"Pish, stop your words, good knight, 'twill make her blush",TM
"Place that ring upon her finger,",TM
played the gill with me: where's your wise mother now?,TM
"Please you draw near, and taste the welcome of the city, sir?",TM
"plums, too--they have left nothing here but",TM
"Ply your books, boys, ha?",TM
"Point me out cruel: it is our best course, wife,",TM
"Poor knight, what pains he takes--sends this way one,",TM
"Poor soul kept in too hard, her mother's eye",TM
"Poulters by venting conies, or the like, coz.",TM
"Pox, I have it here now.",TM
"Pray give them o'er, faith, you'll tire yourselves,",TM
Pray tell me where one dwells that kills this Lent.,TM
"Pray, am not I your master?",TM
"Pray, cease;",TM
"Pray, let me see it, I was wont to understand him.",TM
"Pray, let this storm fly over.",TM
"Pray, let's see it; indeed, sir, 'tis a pure one.",TM
"Pray, weigh this chain.",TM
"Pray, what serves marriage, but to call him back;",TM
"Prithee cease,",TM
"Prithee no more on't, there's time to get it up;",TM
"Prithee, look upon me cheerfully.",TM
"Prithee, sweet Moll.",TM
"Prithee, talk of thy gills somewhere else, she's",TM
"Prithee, Tim, be patient.",TM
"Probo tibi, pupil, stultus non est animal rationale.",TM
Proceeds next Lent to a Bachelor of Art;,TM
Procure a licence for me.,TM
"Proud of your worship's health, sir.",TM
"Prove me, with three at a birth, and thou dar'st now.",TM
"Pup--sayst thou me so? Pup, little countess;",TM
"put it on at first bidding; 'tis but observing, 'tis but observing",TM
Put to making in minutes;,TM
Quaeso ut taceas; probo tibi.,TM
"Quick, 'tis time, i'faith; your mistress will be here?",TM
"Quick, make haste, sirs.",TM
Quid est grammatica? says the gentleman to him--,TM
"Quomodo probas, domine?",TM
"Rather than the game should fall to a stranger,",TM
"Read and send but thy liking in three words,",TM
"Ready, sir.",TM
"Recalled? Why, good sir?",TM
Recorders dolefully playing. Enter at one door the coffin,TM
"recte scribendi atque loquendi ars, sir-reverence of my mother.",TM
"Red hair the brethren like not, it consumes them much,",TM
Reels and falls.,TM
"Remove her from our sight, our shame, and sorrow.",TM
Remove my sins out of my sight a little;,TM
"Rent, nor church duties, not so much as the scavenger:",TM
"Resolve me in that point, ye shall hear from me.",TM
Rhegosin a whiggin harle ron corid ambre.,TM
Ride to the devil.,TM
"Right, that I have, sir.",TM
Roundly with her.,TM
Row her lustily to Barn Elms after me.,TM
"Run mad I think, I thought she would have drowned herself;",TM
"Run, call the gentleman, Nurse, he's my son's tutor;",TM
"Run, get your fellows all together instantly,",TM
"Run, sweet Davy, quickly,",TM
"Run, tell a hundred pound out for the gentleman",TM
"Saddle the white mare,",TM
"Say you so, sir; let's see hither, girl.",TM
"Say you so, sir?",TM
Scarcely three minutes ere his eyelids closed,TM
"scholar forty years ago; 'tis thus, I warrant you: Matri,",TM
See how they lurch at the lower end.,TM
See who comes here now.,TM
"See, gossip, and she lies not in like a countess;",TM
"Seldom better,",TM
Send me to hanging rather.,TM
"Senior] being the chief mourner. At the other door, the",TM
"Served like a child,",TM
"Set already. Read that note carefully,",TM
Set it down then:,TM
"Set me a-work to make the wedding ring,",TM
"set them down one right over against the other, while all",TM
"Setting apart corruption of promoters,",TM
"seven years since, but for this worthy knight that with",TM
Shall I carry you gentlemen with a pair of oars?,TM
Shall I carry your worship?,TM
"Shall I make bold with your finger, gentlewoman?",TM
She and her children shall have all.,TM
"She can speak English, too.",TM
"She had a sore labour on't, I warrant you, you can tell, neighbour.",TM
"She has left the rump uncovered too,",TM
"She has the tongues plain, I hold my life she has travelled;",TM
She looks and makes a curtsey--,TM
She looks as if she had two thousand pound,TM
"she looks for wooing: I'll put together both, and lock the door.",TM
"She plays the swan,",TM
She shall be welcome sir; I'll not be long,TM
"She shall not say I'm so proud yet, but I'll speak to her:",TM
She shall take no hold of my words I'll warrant her;,TM
She was kept,TM
"She was setting forth, sir.",TM
"she would not stay for oars, but took a smelt boat: sure I think she be gone a-fishing for her.",TM
"She'll catch a goodly dish of gudgeons now,",TM
She'll serve to carry seven miles out of town well.,TM
"She's a tumbler, i'faith, the nose and belly meets.",TM
"She's all fine children, gossip.",TM
"She's full of cattle, some two thousand runts;",TM
"She's here, knight.",TM
"She's sure of them, sir.",TM
"Sheep-biting mongrels, hand basket freebooters!",TM
"short riggle-tail comfits, not worth mouthing;",TM
"Should be fulfilled with answerable food,",TM
Should kill and sell close in some upper room?,TM
Shows a far fairer reverence and respect,TM
"Sic argumentaris, domine: stultus non habet rationem, ergo non est animal rationale. Negatur argumentum again, tutor.",TM
"Sic disputus, qui participat quomodo participate.",TM
"Sic disputus, stultus est homo sicut tu et ego sum; homo",TM
"Sic probo, domine: stultus est homo sicut tu et ego",TM
"silver spoon to eat his broth in the hall, amongst the gentlemen commoners.",TM
"Since my Lady Kix is dry, and hath no child.",TM
"Sing but a strain or two, thou wilt not think",TM
"Singleness confound her,",TM
Sir Oliver Kix's wife is new quickened;,TM
"Sir Oliver, Allwit, and a Parson], his brother [Touchwood",TM
Sir Walter's come.,TM
"Sir Walter's like to keep 'em, and maintain 'em,",TM
"Sir, by your favour.",TM
"Sir, for a time, I'll take the courtesy of my uncle's house",TM
"Sir, he can tell himself.",TM
"Sir, I believe 'twill hold your life in play.",TM
"Sir, I obey your time.",TM
"Sir, if your logic cannot prove me honest,",TM
"Sir, saw you not a wretched maid pass this way?",TM
"Sir, she's a wife as honest of her body",TM
"Sir, you are welcome.",TM
"Sir, you'll gain the heart in my breast at first?",TM
Sir?,TM
"Sister, delight will silence any woman,",TM
"Sit down, good neighbours; Nurse!",TM
"Sit you all, merry ladies.",TM
"Slippers! Heart, you are sleepy.",TM
So fortune seldom deals two marriages,TM
"So I hope too, good sir.",TM
So is the mistress.,TM
"So much the better, sir, for the--",TM
"So she be safe, and yours.",TM
"So well as thou, yet like Hell's flattering angel",TM
So will you let the child go without company and make me forsworn.,TM
So wise to send for her to such an end?,TM
"So, since he's like now to be rid of all,",TM
"So, well said; what art thou?",TM
"Soft, let it be got first.",TM
"Some apple loft as I take it, or a coal house,",TM
Some in this street would give a thousand pounds,TM
Some loin of veal?,TM
"Some old rich widows, and some landed virgins--",TM
"Some only can get riches and no children,",TM
"Some rich man's porch, tomorrow before day,",TM
Some three or four.,TM
Some thrice a day in urine--my wife uses it--,TM
Some wine spilt here belike.,TM
Some would think this impossible to compass;,TM
somewhat to quicken your green sickness; do you weep?,TM
"Sorrow consume thee, thou art still crossing me,",TM
"Soundly; let not my tutor hear you, 'twould be",TM
"Speak to him, Nick.",TM
"Speak with me, Nurse? Who is't?",TM
"Speak, how dost thou?",TM
"Speaks what she was, that jewel so infixed;",TM
"Stands my poor silly father. Run, sweet tutor, run.",TM
"Stay, let me help thee, 'tis the last cold kindness",TM
"Still my adulterous guilt hovers aloft,",TM
"Stir up and down, sir,",TM
"Strange hidden ways, which none but love could find,",TM
"Stultus non habet rationem, ergo non est animal rationale.",TM
"Such rumours, and such throngs, a pair of lovers",TM
Suffer thy heart out; a pox suffer thee!,TM
"sufficient subsidy words serves us, sir. And is this gentlewoman your worthy niece?",TM
Suitable to your worship: now I ha' thought on't.,TM
"sum; homo est animal rationale, sicut stultus est animal rationale.",TM
Sure that was Judas then with the red beard.,TM
"Sure, sir, not any.",TM
"Sweet girl, speak, look but once up, thou shalt have",TM
"Sweet knight,",TM
"Sweet Mistress Underman, welcome, i'faith.",TM
Sweet sir.,TM
"Sweet wife, have patience.",TM
"Swounds, what's here?",TM
"Take heed how you dare a man, while you live, sir,",TM
"Take her in,",TM
"Take pains with her, good Davy, cheer her up there,",TM
"Take you no care for that, if need be I can send for conquering",TM
"Talk in mirth, and play at kisses with thee,",TM
"Talk not on't, pray thee,",TM
"Tell him he hurts his wounds, Wat, with making moan.",TM
"Ten thousand times, and upward.",TM
Tend your own business.,TM
Th'ast as fine children as a man can get.,TM
Than at this instant minute. A man's happy,TM
Than feed the wife plump for another's veins?--,TM
Than I could well like of; I suffered you,TM
"Than misery of the birth, which were enough",TM
Than so to be delivered to the thoughts,TM
Than the maid should die?,TM
"Than thy instructor? Prithee show thy modesty,",TM
"Than to lie with one that I ne'er knew,",TM
Than you are pleased to boast of; 'tis done modestly;,TM
"Thank your worship, sir.",TM
"Thank your worship, sir.",TM
Thanks by hundreds.,TM
"Thanks to your sisterly wishes, Mistress Underman.",TM
"That breast excepted, and I must have way.",TM
"That brings her son with dalliance to the gallows,",TM
"That can he, mistress, for they flow naturally from him.",TM
That can laugh inward whilst his marrow melts?,TM
"That can unto her fortunes fix her pleasure,",TM
"That can your man Davy, an't like your worship,",TM
"That checks my tongue and all my hopeful fortunes,",TM
"That child undoes you, sir.",TM
That close above and close below.,TM
"That did he, mother, but now I have 'em all",TM
That drives the torment to a knowing heart;,TM
"That e'er ye picked out; faith, do not wrong me, sir.",TM
"That ever pleased both genders, I ne'er played yet",TM
"That fits her to a hair, sir.",TM
"That gave my wife the drink, the first thing you do.",TM
"That has been taught, and proved, and never failed.",TM
That has good skill at his weapon.,TM
"That have two eyes, and were so dull a sight.",TM
That helped all at a push.,TM
"That helped him forward, I must needs confess:",TM
"That I charge you both, your wife and thee,",TM
"That I could hear of lately since thy crosses,",TM
"That I should have in marriage, she's a stranger to me:",TM
That I should ne'er have thought on.,TM
"That I was, ay, marry.",TM
That is in fee with us.,TM
That knows how crookedly the world goes with us,TM
"That life and sense would soon decay,",TM
That never yet received baffling; you're blessed,TM
"That robs my joy, there I lose all I win.",TM
That shall not serve your turn! What a rogue's this;,TM
"That shall you, husband.",TM
That some of them had need of other vessels.,TM
That sprung from us; he had a fair wound brought that.,TM
That stopped his spirits straight;,TM
"That wakes the slave,",TM
"That was it, i'faith: why now, son, I see you are a",TM
That watch hard for a living?,TM
That waters all the brethren.,TM
"That way another, has not an hour's leisure--",TM
that were unnatural. I bring thee up to turn thee into,TM
"That will come too soon to thee: I may say,",TM
That will outface the deed with a bloody band.,TM
That wrought it to this purpose cunningly.,TM
That you could prove their wives so.,TM
"That you have, marry, sir.",TM
"That's a buff sergeant, tutor, he'll ne'er wear out.",TM
"That's all the work I'll do, nor need I stir,",TM
"That's full, five or six chaldron, new laid up;",TM
That's our house harmony.,TM
That's well.,TM
The bargain runs about this business?,TM
"The barren he and she, they're i' the next room,",TM
The bawds will be so fat with what they earn,TM
"The better at his death, there my hopes build",TM
"The better policy, it prevents suspicion,",TM
"The blessings I have in thee; so to part,",TM
The bodies of their poor departed debtors,TM
"The child is coming, and the land comes after;",TM
"The common misery of an English strumpet,",TM
the company seem to weep and mourn; there is a sad song in the music room.,TM
The doctor does allow my mistress mutton.,TM
"The doctor's making a most sovereign drink for thee,",TM
The fat of ease o'erthrows the eyes of shame.,TM
The fatness of our wishes.,TM
"The fatness of your wishes to you all, ladies.",TM
"The feast of marriage is not lust but love,
And care of the estate. When I please blood,",TM
The founder's come to town; I am like a man,TM
"The full truth freely, without fear of censure;",TM
"The girl, look to the girl, wife.",TM
The happiest meeting that our souls could wish for.,TM
The happiest state that ever man was born to.,TM
The knave bites plaguily.,TM
"The knight is rich, he shall be my son-in-law,",TM
"The knight's proved villain,",TM
The last week.,TM
The midwife found her a most cheerful daughter.,TM
"The mother's mouth up and down, up and down.",TM
The news of this will make a poor Sir Walter.,TM
The next I'll keep myself.,TM
The parson then will do it.,TM
The perfect treasure thou brought'st with thee more,TM
The physic must needs please.,TM
"The pleasing sport they only know,",TM
"The quean made us swear to keep it, too.",TM
"The ring and all things perfect, she'll steal hither.",TM
"The slowest kiss makes too much haste,",TM
"The sorrier? Why, cousin?",TM
The sweetest news.,TM
"The third when she's brought to bed, and the last hundred",TM
"The true, chaste monuments of her living name,",TM
The very posy mocks me to my face:,TM
"The very same, sir.",TM
The wanton pranks that he hath done?,TM
The waterhouse and the windmills; I say nothing,TM
"The whole day from eyes open to eyes shut,",TM
the word in fashion for her faults or cracks in duty and,TM
"The worst [ingredients], dissolved pearl and amber;",TM
"The worst is past, I hope, now, gossip.",TM
"The Yellowhammers in Oxfordshire, near Abbington.",TM
"Their chins will hang like udders by Easter eve,",TM
Their fruit can witness as much.,TM
"Their ways are beyond finding out. Come, sweet lady.",TM
"Then 'tis the [prudent'st] part to check our wills,",TM
Then all's quite dashed; that must be narrowly looked to;,TM
"Then am I mortal too, but a dead man, Davy;",TM
Then he doth all like thee.,TM
"Then I'll not linger,",TM
"Then rail the second part of the first fit out,",TM
"Then to the parish church, and ring the bells.",TM
Then you must ride upon't five hours.,TM
"Then, and run and spare not.",TM
"There are some wives within, and some at home.",TM
"There are the children, sir, an't like your worship,",TM
"There comes a maid with all speed to take water,",TM
There comes as proud behind as goes before.,TM
There has been more religious wholesome laws,TM
"There I give o'er the set, throw down the cards,",TM
"There is no dealing then, think on the dowry",TM
There is no sign but death.,TM
"There no gamester like a politic sinner,",TM
"There was a little hole looked into the gutter,",TM
There was a man; the boy had never been there else.,TM
"There was no want of anything of life,",TM
"there was one word went so prettily off the gentleman's tongue, I shall remember it the longest day of my life.",TM
There's a close chamber at one end of the garret,TM
"There's a closestool of tawny velvet, too,",TM
"There's a gentleman,",TM
There's a great marriage,TM
"There's a sweet legacy,",TM
"There's a thing called marriage, and that makes me honest.",TM
"There's land to come; put case his water stands me
In some five hundred pound a pint,",TM
There's no contract passed.,TM
"There's no remedy now, Tim,",TM
"There's nothing but thy appetite in that sorrow,",TM
There's nothing else good in you; this their life,TM
"There's such a drawing out of handkerchers,",TM
"There's that should be, sir;",TM
"There's tricks enough to rid thy hand on't, wench,",TM
"These be the honest fellows; take one pair,",TM
"These torments stand I freed of, I am as clear",TM
These women can let nothing stand as they find it;,TM
These women must have all out.,TM
"They are pretty foolish things,",TM
They are spread abroad between their knees already;,TM
They are still the forwardest to help gentlemen.,TM
"They are the most requiteful'st people living,",TM
They do not know the gentleman that sits there.,TM
"They have, forsooth.",TM
"They hurt poor ladies to the quick,",TM
"They may all be deceived,",TM
"They say she has mountains to her marriage,",TM
They should kneel indeed if they could say their prayers.,TM
"They were but base begot, and so was he;",TM
They were fitter kept for your own wedding dinner.,TM
"They wish all health and strength,",TM
They'll part in time again.,TM
They're all but heretics; I bring certain remedy,TM
They're mightily o'erseen in't methinks;,TM
"They're pretty children both, but here's a wench",TM
"Thieves, thieves, my sister's stolen, some thief hath got her:",TM
"Thine, 'tis thou art barren.",TM
"Think but upon the goodly lands and livings
That's kept back through want on't.",TM
"Think'st thou so, Davy?",TM
"Think'st thou so, Nurse? What sayst to Wat and Nick?",TM
"This city now above this seven years,",TM
"This does not only make her honesty perfect,",TM
"This evening, brother.",TM
This gear will not hold out.,TM
"This is intolerable! This woman has a villainous sweet breath, did she not stink of comfits; help me, sweet tutor, or I shall rub my lips off.",TM
"This is no world for me, whene'er he goes,",TM
"This is she that helped her still,",TM
This is the fifth; if e'er I venture more,TM
This Lent will fat the whoresons up with sweetbreads,TM
"This light, I will.",TM
"this morning a fat quarter of lamb to a kind gentlewoman in Turnbull Street that longs, and how I'm crossed.",TM
This shall not trouble you.,TM
This shows like the fruitless sorrow of a careless mother,TM
"This the finger plays the part,",TM
"This your brother, sir?",TM
Those were the wounds that from his heart drew blood;,TM
"Thou art a good forward boy, there's great joy on thee.",TM
Thou art a grub to say so.,TM
"Thou art a matchless wife; farewell, my joy.",TM
Thou art nothing of a woman.,TM
Thou art the man.,TM
Thou deservest worse.,TM
Thou disobedient strumpet? [To Sir Walter] And were,TM
"Thou has hit it right, Davy,",TM
"Thou know'st me to be wicked, for thy baseness",TM
Thou know'st we are rich enough.,TM
"Thou li'st, brevity.",TM
"Thou liest, barrenness.",TM
Thou loathsome strumpet: some good pitying man,TM
Thou poison to my heart.,TM
"Thou shalt have more, thou villain; nothing grieves me,",TM
"Thou shalt have two, love.",TM
"Thou shalt hear sweet music, Tim. Pray, forsooth.",TM
"Thou should'st be rather locked many rooms hence,",TM
"Thou weep'st for lust, I feel it in the slackness",TM
Thou'lt make me play the woman and weep too.,TM
"Though violence keep me, thou canst lose me never,",TM
"Three charwomen, besides maids and neighbours' children.",TM
Three times his weight in curses--,TM
"Throw down your doctor's drugs,",TM
"Thy very [sight] will hold my wife in pleasure, till the knight come himself. Go in, in, in, Davy.",TM
Till it stuck here at my heart; I tell you truly,TM
"Till she had kissed me into wanton businesses,",TM
Till young flood; then send the child to Branford.,TM
"Tim, make amends and kiss her,",TM
"Tim? Hark you, Timotheus, mother, Timotheus.",TM
"Tis a busy day at our house, Davy.",TM
"Tis a good soul, i'faith;",TM
Tis a great joy on ye.,TM
Tis a great spoil of youth indeed.,TM
"Tis a large child, she's but a little woman.",TM
Tis a match of Sir Walter's own making,TM
"Tis a true saying, there's nothing tastes so sweet as your Welsh mutton: it was reported you could sing.",TM
Tis against the laws of the university,TM
Tis all veal.,TM
"Tis as I tell you, gossip.",TM
Tis but bating so many good works,TM
"Tis but the boy in the moon yet, goodman calf.",TM
"Tis but the common affliction of the faithful,",TM
"Tis cast so, too, that both their coffins meet,",TM
"Tis curbed sweetly, she catched her bane o' th' water.",TM
"Tis for a wealthy gentlewoman that takes physic, sir,",TM
Tis good to play with rumour at all weapons.,TM
Tis manners to take kindness.,TM
Tis many a wise man's fault; but of all men,TM
"Tis Mr. Beggarland's man, the wealthy merchant",TM
Tis my desire to keep him still from marriage;,TM
"Tis my son Tim, I pray bid him welcome, gentlewomen.",TM
"Tis my son Tim, i'faith, prithee call him up",TM
Tis not the sisters' colour.,TM
"Tis not too far past, is't? It may be yet recalled?",TM
Tis our dry barrenness puffs up Sir Walter--,TM
"Tis pretty, i'faith, and well guessed of a woman never",TM
"Tis quickly pardoned, forsooth.",TM
"Tis so, I hold my life, and planted there",TM
Tis the best piece of work that e'er you did.,TM
"Tis the easiest thing to prove a fool by logic,",TM
"Tis the spirit, the sisters are all like her.",TM
Tis thy fault.,TM
"To absent ourselves, till she be laid in ground.",TM
"To any child of mine, for a monopoly.",TM
"To arrest the dead corps of poor calves and sheep,",TM
"To Barn Elms, good sir. Make ready the boat, Sam.",TM
"To be his landed niece brought out of Wales,",TM
"To be seven years a wife and not a child, O, not a child!",TM
"To bind us to him, and our heirs for ever.",TM
"To buy a paradise for their wives, and dye
Their conscience in the bloods of prodigal heirs",TM
To come into my chamber being but a stranger;,TM
"To deck their night-piece, yet all this being done,",TM
To drag her by the hair.,TM
"To eat such mutton with, and she shall choose one.",TM
"To find a ram at London; I must hasten it,",TM
"To furnish out bay windows: push, what not that's quaint",TM
"To get a child yet by his own confession,",TM
"To get and multiply within your house,",TM
To give to her own hands; that's all my business.,TM
To go to bed to her.,TM
"To go to th' grave, but e'en in death to vex",TM
"To goodness than thyself; he dares not do this,",TM
To have seen their marriage day?,TM
"To her portion, and run away with a tailor;",TM
"To hinder generation! O thou villain,",TM
"To instruct her hand thus, before and after,",TM
To keep a lady's lips in play.,TM
To know our benefactors.,TM
To live no more asunder for the world's frowns;,TM
To make her wedding ring. I must about it.,TM
To make these virtuous precedents man and wife.,TM
"To marry a whore in London, with my tutor, too?",TM
To match me with a stranger so:,TM
To me as any lord's proud lady can be.,TM
To me to keep it till I come?,TM
"To one's pleasure, leisures are but waste,",TM
To people of your gender; if I ha't,TM
"To perform the like and many such,",TM
To save suet to change for candles.,TM
"To sharpen blood, delight health, and tickle nature.",TM
"to teach me, pretty brown gentleman, he took pleasure",TM
"To tell you the full story of this chambermaid,",TM
To the love of the babe; I pray accept of it.,TM
"To the pit where'er I come; they were ne'er served so,",TM
To the rich Brecknock gentlewoman.,TM
To use the Protestant tongue.,TM
To view how rich I were.,TM
"To which, kind gallants, I invite you all.",TM
"To you all that have taken pains with me,",TM
"To you, sweet mistress bride.",TM
"To your inn, if you leapt over a joint-stool or two",TM
"To your own child, sir?",TM
"Together also,",TM
Tomorrow noon shall show your ring well done.,TM
Too free?,TM
"Touch me not, villain, my wound aches at thee,",TM
Towards for him.,TM
"Troth, I cannot blame you.",TM
"Troth, I commend your care, sir, 'tis a thing",TM
"Troth, I thank you.",TM
"Troth, worse and worse, you're like to lose your land",TM
"True, and if she bear a male child, there's the man in the moon, sir.",TM
"True, he was an idiot indeed",TM
"True, lawyers use such bouts as other men do,",TM
"True, so say I, though they strive more,",TM
"True, sweet husband,",TM
"True, true.",TM
"Truss, truss me, Davy.",TM
Tully's own phrase to a heart.,TM
"Tush, what cares he for that, believe me, coz,",TM
"Twas all left out, tutor.",TM
Twas he first taught upon the way,TM
Twas honesty in me to enrich my father.,TM
"Twas otherways with me when I was at court,",TM
Twere a good mirth now to set him a-work,TM
"Twere not amiss--[Aside] although you brake your neck, sir.",TM
Twill be our shame then.,TM
"Twill be so tedious, sir, to live from you,",TM
"Twill be the pitifullest sight; there's such running,",TM
"Twill do't, I tell you.",TM
"Twill fetch a thousand, and a Kersten soul,",TM
"Twill make foul work that, and raise many storms.",TM
"Twill serve to pass, wench; 'twas strange that I should",TM
two years before I was married. You fit for a knight's bed,TM
"Twould ask an hour's discourse. In brief, 'twas she",TM
"Unconscionable woman, to see thee?",TM
Under a bastard; the poor wenches curse me,TM
Under a double lock.,TM
"Unless there be news come, with new additions.",TM
"Unless they should be Rumford hogs,",TM
Unless thou wert more thankful.,TM
"Unto your father's haste, h'as kept his hour.",TM
"Up then apace, and take your fortunes,",TM
"Upon her legs again, and to church",TM
"Upon my love I charge you, villain, that you make a bonfire before the door at night.",TM
Upon my sister's death.,TM
us withdraw a little into my husband's chamber.,TM
"Using that water, within fifteen year,",TM
Ut homo; probabo tibi in syllogismo.,TM
"Utter all at night then, brother.",TM
"Uxor non est meretrix, ergo falacis.",TM
V.[i. Allwit's house.],TM
"Verily thanks, sir.",TM
"Verily you are an ass, forsooth;",TM
Verum poeta dicit.,TM
Villainous strange;,TM
"Want nothing, but such getting, sir, as thine.",TM
Was by an honest pair of oars safely landed.,TM
Was fully glorious; beauty set in goodness,TM
"Was married but at Bartholomew eve last,",TM
Was ne'er the man that ever broke his sleep,TM
"Was this the politic fetch, thou mystical baggage,",TM
"Watches her steps, sets spies--I live at ease;",TM
"We are all undone, she's gone, she's gone.",TM
"We are honoured then, if this baggage would be humble,",TM
"We are richly furnished wife, with household stuff.",TM
"We are simply stocked with cloth of tissue cushions,",TM
We cannot be too wary in our children.--,TM
"We ever jumped in one this ten years, Davy.",TM
"We have good hope to recover our sight shortly,",TM
"We have need to get loins of mutton still,",TM
"We might have done't Iong since; we'll lose no time now,",TM
We might leave it else.,TM
We must embrace our falls.,TM
"We must remember still from whence it flows,",TM
We must see what you have under your cloak there.,TM
"We never use, let him have that, I prithee.",TM
"We never use? You forget sickness then,",TM
We only can get children and no riches;,TM
We shall all love her for't.,TM
"We spare no cost, girl.",TM
"We'll not lose all at once, somewhat we'll catch.",TM
We'll take another course and prevent all;,TM
We'll wait below.,TM
"wedding ring made for a gentlewoman, with all speed that may be.",TM
"Weep eyes, break heart,",TM
Weeps.,TM
"Weighing the case her own, she's led through gutters,",TM
Welcome from Cambridge.,TM
Welcome from the wellspring of discipline,TM
"Welcome; I have all my longings now in town,",TM
"Well mettled, like the faithful to endure",TM
"Well said, Nurse;",TM
"Well, grant all this, say now his deeds are black,",TM
"Well, I may baffle 'em gallantly.--By your favour, gentlemen,",TM
"Well, leave your basket",TM
"Well, what is't?",TM
"Were forty marks a spoonful,",TM
"Were you directed hither to this street, sir?",TM
"Were't not better thou should'st have her,",TM
What a base slave is that?,TM
What a strange wench 'tis. Would we might perish else.,TM
What an incomparable wittol's this?,TM
What are become of those two thousand runts?,TM
"What are you, sir? Or what's your business, pray?",TM
"What can you say, sir?",TM
What comes next under this cloth?,TM
What entertainment has lain open here?,TM
"What gone again? Run after him, good Nurse;",TM
"what had us wives been good for? To make salads, or else",TM
What has he got a-singing in his head now?,TM
What has thou there?,TM
"What is become of him, pray, sir?",TM
"What is he come, sir?",TM
What is he?,TM
What is your tutor doing?,TM
What is't that you would have?,TM
What is't you lack?,TM
"What is't, wench?",TM
What made you stay so long?,TM
"What makes this lump stick out then; we must see, sir.",TM
"What nature could there shine, that might redeem
Perfection home to woman, but in her",TM
"What say you to a table thus high, sir?",TM
