line,au_code
"Alters Shapes, and mocks the sight,",JF
Thus I charge you to undo,JF
All before I brought ye to:,JF
"Let her flye, let her 'scape,",JF
Give again her own shape.,JF
_Enter_ Amaryllis _in her own shape._,JF
"_Amar._ Forbear thou gentle Swain, thou dost mistake,",JF
"She whom thou follow'dst fled into the brake,",JF
"And as I crost thy way, I met thy wrath,",JF
The only fear of which near slain me hath.,JF
"_Per._ Pardon fair Shepherdess, my rage and night",JF
"Were both upon me, and beguil'd my sight;",JF
But far be it from me to spill the blood,JF
Of harmless Maids that wander in the Wood.         [_Ex._ Ama.,JF
_Enter_ Amoret.,JF
_Amor._ Many a weary step in yonder path,JF
Poor hopeless _Amoret_ twice trodden hath,JF
"To seek her _Perigot_, yet cannot hear",JF
"His Voice; my _Perigot_, she loves thee dear",JF
That calls.,JF
"_Per._ See yonder where she is, how fair",JF
"She shows, and yet her breath infefts the air.",JF
_Amo._ My Perigot.,JF
_Per._ Here.,JF
_Amo._ Happy.,JF
_Per._ Hapless first:,JF
"It lights on thee, the next blow is the worst.",JF
"_Amo._ Stay _Perigot_, my love, thou art unjust.",JF
_Peri._ Death is the best reward that's due to lust.     [_Exit_ Perigot.,JF
"_Sul._ Now shall their love be crost, for being struck,",JF
"I'le throw her in the Fount, lest being took",JF
"By some night-travaller, whose honest care",JF
May help to cure her. Shepherdess prepare,JF
Your self to die.,JF
"_Amo._ No Mercy I do crave,",JF
Thou canst not give a worse blow than I have;,JF
"Tell him that gave me this, who lov'd him too,",JF
"He struck my soul, and not my body through,",JF
"Tell him when I am dead, my soul shall be",JF
"At peace, if he but think he injur'd me.",JF
"_Sul._ In this Fount be thy grave, thou wert not meant",JF
"Sure for a woman, thou art so innocent.       [_flings her into the well_",JF
"She cannot scape, for underneath the ground,",JF
"In a long hollow the clear spring is bound,",JF
"Till on yon side where the Morns Sun doth look,",JF
The strugling water breaks out in a Brook.      [_Exit._,JF
[_The God of the River riseth with_ Amoret _in his arms._,JF
_God._ What powerfull charms my streams do bring,JF
"Back again unto their spring,",JF
"With such force, that I their god,",JF
"Three times striking with my Rod,",JF
Could not keep them in their ranks:,JF
"My Fishes shoot into the banks,",JF
"There's not one that stayes and feeds,",JF
All have hid them in the weeds.,JF
"Here's a mortal almost dead,",JF
"Faln into my River head,",JF
"Hallowed so with many a spell,",JF
That till now none ever fell.,JF
"Tis a Female young and clear,",JF
Cast in by some Ravisher.,JF
"See upon her breast a wound,",JF
On which there is no plaister bound.,JF
"Yet she's warm, her pulses beat,",JF
Tis a sign of life and heat.,JF
"If thou be'st a Virgin pure,",JF
I can give a present cure:,JF
Take a drop into thy wound,JF
From my watry locks more round,JF
"Than Orient Pearl, and far more pure",JF
Than unchast flesh may endure.,JF
"See she pants, and from her flesh",JF
The warm blood gusheth out afresh.,JF
She is an unpolluted maid;,JF
I must have this bleeding staid.,JF
From my banks I pluck this flower,JF
"With holy hand, whose vertuous power",JF
Is at once to heal and draw.,JF
The blood returns. I never saw,JF
A fairer Mortal. Now doth break,JF
"Her deadly slumber: Virgin, speak.",JF
"_Amo._ Who hath restor'd my sense, given me new breath,",JF
And brought me back out of the arms of death?,JF
_God._ I have heal'd thy wounds.,JF
_Amo._ Ay me!,JF
_God._ Fear not him that succour'd thee:,JF
"I am this Fountains god; below,",JF
"My waters to a River grow,",JF
"And 'twixt two banks with Osiers set,",JF
"That only prosper in the wet,",JF
"Through the Meadows do they glide,",JF
"Wheeling still on every side,",JF
"Sometimes winding round about,",JF
To find the evenest channel out.,JF
"And if thou wilt go with me,",JF
"Leaving mortal companie,",JF
"In the cool streams shalt thou lye,",JF
Free from harm as well as I:,JF
"I will give thee for thy food,",JF
"No Fish that useth in the mud,",JF
But Trout and Pike that love to swim,JF
Where the gravel from the brim,JF
Through the pure streams may be seen:,JF
"Orient Pearl fit for a Queen,",JF
"Will I give thy love to win,",JF
And a shell to keep them in:,JF
Not a Fish in all my Brook,JF
"That shall disobey thy look,",JF
"But when thou wilt, come sliding by,",JF
And from thy white hand take a fly.,JF
"And to make thee understand,",JF
"How I can my waves command,",JF
They shall bubble whilst I sing,JF
Sweeter than the silver spring.,JF
_The SONG.,JF
Do not fear to put thy feet,JF
Naked in the River sweet;,JF
"Think not Leach, or Newt or Toad",JF
"Will bite thy foot, when thou hast troad;",JF
"Nor let the water rising high,",JF
"As thou wad'st in, make thee crie",JF
"And sob, but ever live with me,",JF
And not a wave shall trouble thee._,JF
"_Amo._ Immortal power, that rul'st this holy flood,",JF
I know my self unworthy to be woo'd,JF
"By thee a god: for e're this, but for thee",JF
I should have shown my weak Mortalitie:,JF
"Besides, by holy Oath betwixt us twain,",JF
"I am betroath'd unto a Shepherd swain,",JF
"Whose comely face, I know the gods above",JF
"May make me leave to see, but not to love.",JF
_God._ May he prove to thee as true.,JF
"Fairest Virgin, now adieu,",JF
"I must make my waters fly,",JF
"Lest they leave their Channels dry,",JF
And beasts that come unto the spring,JF
"Miss their mornings watering,",JF
Which I would not; for of late,JF
All the neighbour people sate,JF
"On my banks, and from the fold,",JF
Two white Lambs of three weeks old,JF
Offered to my Deitie:,JF
For which this year they shall be free,JF
"From raging floods, that as they pass",JF
Leave their gravel in the grass:,JF
"Nor shall their Meads be overflown,",JF
When their grass is newly mown.,JF
"_Amo._ For thy kindness to me shown,",JF
Never from thy banks be blown,JF
"Any tree, with windy force,",JF
"Cross thy streams, to stop thy course:",JF
"May no beast that comes to drink,",JF
With his horns cast down thy brink;,JF
"May none that for thy fish do look,",JF
Cut thy banks to damm thy Brook;,JF
Bare-foot may no Neighbour wade,JF
"In thy cool streams, wife nor maid,",JF
"When the spawns on stones do lye,",JF
"To wash their Hemp, and spoil the Fry.",JF
"_God._ Thanks Virgin, I must down again,",JF
Thy wound will put thee to no pain:,JF
Wonder not so soon 'tis gone:,JF
A holy hand was laid upon.,JF
"_Amo._ And I unhappy born to be,",JF
Must follow him that flies from me.,JF
_Actus Quartus. Scena Prima._,JF
_Enter_ Perigot.,JF
"_Per._ She is untrue, unconstant, and unkind,",JF
"She's gone, she's gone, blow high thou North-west wind,",JF
"And raise the Sea to Mountains, let the Trees",JF
"That dare oppose thy raging fury, leese",JF
"Their firm foundation, creep into the Earth,",JF
"And shake the world, as at the monstrous birth",JF
"Of some new Prodigy, whilst I constant stand,",JF
"Holding this trustie Boar-spear in my hand,",JF
And falling thus upon it.,JF
"_Enter_ Amaryllis, _running._",JF
"_Amar._ Stay thy dead-doing hand, thou art too hot",JF
"Against thy self, believe me comely Swain,",JF
"If that thou dyest, not all the showers of Rain",JF
The heavy clods send down can wash away,JF
"That foul unmanly guilt, the world will lay",JF
Upon thee. Yet thy love untainted stands:,JF
"Believe me, she is constant, not the sands",JF
Can be so hardly numbred as she won:,JF
"I do not trifle, _Shepherd_, by the Moon,",JF
"And all those lesser lights our eyes do view,",JF
"All that I told thee _Perigot_, is true:",JF
"Then be a free man, put away despair,",JF
"And will to dye, smooth gently up that fair",JF
Dejected forehead: be as when those eyes,JF
Took the first heat.,JF
"_Per._ Alas he double dyes,",JF
"That would believe, but cannot; 'tis not well",JF
"Ye keep me thus from dying, here to dwell",JF
"With many worse companions: but oh death,",JF
I am not yet inamour'd of this breath,JF
"So much, but I dare leave it, 'tis not pain",JF
"In forcing of a wound, nor after gain",JF
"Of many dayes, can hold me from my will:",JF
"Tis not my self, but _Amoret_, bids kill.",JF
"_Ama._ Stay but a little, little, but one hour,",JF
And if I do not show thee through the power,JF
"Of herbs and words I have, as dark as night,",JF
"My self turn'd to thy _Amoret_, in sight,",JF
"Her very figure, and the Robe she wears,",JF
"With tawny Buskins, and the hook she bears",JF
"Of thine own Carving, where your names are set,",JF
"Wrought underneath with many a curious fret,",JF
"The _Prim-Rose_ Chaplet, taudry-lace and Ring,",JF
"Thou gavest her for her singing, with each thing",JF
"Else that she wears about her, let me feel",JF
The first fell stroke of that Revenging steel.,JF
"_Per._ I am contented, if there be a hope",JF
"To give it entertainment, for the scope",JF
"Of one poor hour; goe, you shall find me next",JF
"Under yon shady Beech, even thus perplext,",JF
And thus believing.,JF
"_Ama._ Bind before I goe,",JF
"Thy soul by _Pan_ unto me, not to doe",JF
"Harm or outragious wrong upon thy life,",JF
Till my return.,JF
"_Per._ By _Pan_, and by the strife",JF
"He had with _Phoebus_ for the Mastery,",JF
"When Golden _Midas_ judg'd their _Minstrelcy_,",JF
I will not.                                      [_Exeunt._,JF
"_Enter_ Satyr, _with_ Alexis, _hurt._",JF
"_Satyr._ Softly gliding as I goe,",JF
"With this burthen full of woe,",JF
"Through still silence of the night,",JF
"Guided by the Gloe-worms light,",JF
"Hither am I come at last,",JF
Many a Thicket have I past,JF
"Not a twig that durst deny me,",JF
"Not a bush that durst descry me,",JF
To the little Bird that sleeps,JF
On the tender spray: nor creeps,JF
"That hardy worm with pointed tail,",JF
"But if I be under sail,",JF
"Flying faster than the wind,",JF
"Leaving all the clouds behind,",JF
But doth hide her tender head,JF
In some hollow tree or bed,JF
Of seeded Nettles: not a Hare,JF
"Can be started from his fare,",JF
"By my footing, nor a wish",JF
"Is more sudden, nor a fish",JF
"Can be found with greater ease,",JF
"Cut the vast unbounded seas,",JF
"Leaving neither print nor sound,",JF
"Than I, when nimbly on the ground,",JF
I measure many a league an hour:,JF
"But behold the happy power,",JF
"That must ease me of my charge,",JF
And by holy hand enlarge,JF
"The soul of this sad man, that yet",JF
Lyes fast bound in deadly fit;,JF
Heaven and great _Pan_ succour it!,JF
"Hail thou beauty of the bower,",JF
Whiter than the Paramour,JF
"Of my Master, let me crave",JF
Thy vertuous help to keep from Grave,JF
"This poor Mortal that here lyes,",JF
Waiting when the destinies,JF
Will cut off his thred of life:,JF
View the wound by cruel knife,JF
Trencht into him.,JF
"_Clor._ What art thou call'st me from my holy rites,",JF
And with thy feared name of death affrights,JF
My tender Ears? speak me thy name and will.,JF
_Satyr._ I am the _Satyr_ that did fill,JF
"Your lap with early fruit, and will,",JF
"When I hap to gather more,",JF
Bring ye better and more store:,JF
"Yet I come not empty now,",JF
"See a blossom from the bow,",JF
"But beshrew his heart that pull'd it,",JF
And his perfect sight that cull'd it,JF
From the other springing blooms;,JF
For a sweeter youth the Grooms,JF
"Cannot show me, nor the downs,",JF
Nor the many neighbouring towns;,JF
"Low in yonder glade I found him,",JF
"Softly in mine Arms I bound him,",JF
Hither have I brought him sleeping,JF
"In a trance, his wounds fresh weeping,",JF
In remembrance such youth may,JF
Spring and perish in a day.,JF
"_Clor._ _Satyr_, they wrong thee, that do term thee rude,",JF
"Though thou beest outward rough and tawny hu'd,",JF
Thy manners are as gentle and as fair,JF
"As his, who brags himself, born only heir",JF
To all Humanity: let me see the wound:,JF
This Herb will stay the current being bound,JF
"Fast to the Orifice, and this restrain",JF
"Ulcers, and swellings, and such inward pain,",JF
As the cold air hath forc'd into the sore:,JF
This to draw out such putrifying gore,JF
As inward falls.,JF
_Satyr._ Heaven grant it may doe good.,JF
_Clor._ Fairly wipe away the blood:,JF
Hold him gently till I fling,JF
Water of a vertuous spring,JF
On his temples; turn him twice,JF
"To the Moon beams, pinch him thrice,",JF
That the labouring soul may draw,JF
From his great eclipse.,JF
_Satyr._ I saw,JF
His eye-lids moving.,JF
"_Clo._ Give him breath,",JF
All the danger of cold death,JF
"Now is vanisht; with this Plaster,",JF
"And this unction, do I master",JF
All the festred ill that may,JF
Give him grief another day.,JF
_Satyr._ See he gathers up his spright,JF
And begins to hunt for light;,JF
Now he gapes and breaths again:,JF
"How the blood runs to the vein,",JF
That erst was empty!,JF
"_Alex._ O my heart,",JF
"My dearest, dearest _Cloe_, O the smart",JF
Runs through my side: I feel some pointed thing,JF
"Pass through my Bowels, sharper than the sting",JF
Of Scorpion.,JF
"Pan preserve me, what are you?",JF
"Do not hurt me, I am true",JF
"To my _Cloe_, though she flye,",JF
And leave me to thy destiny.,JF
"There she stands, and will not lend",JF
Her smooth white hand to help her friend:,JF
"But I am much mistaken, for that face",JF
"Bears more Austerity and modest grace,",JF
More reproving and more awe,JF
Than these eyes yet ever saw,JF
In my Cloe. Oh my pain,JF
Eagerly renews again.,JF
Give me your help for his sake you love best.,JF
"_Clor._ Shepherd, thou canst not possibly take rest,",JF
Till thou hast laid aside all hearts desires,JF
"Provoking thought that stir up lusty fires,",JF
"Commerce with wanton eyes, strong blood, and will",JF
"To execute, these must be purg'd, untill",JF
"The vein grow whiter; then repent, and pray",JF
"Great _Pan_ to keep you from the like decay,",JF
And I shall undertake your cure with ease.,JF
Till when this vertuous Plaster will displease,JF
Your tender sides; give me your hand and rise:,JF
"Help him a little _Satyr_, for his thighs",JF
Yet are feeble.,JF
_Alex._ Sure I have lost much blood.,JF
"_Satyr._ 'Tis no matter, 'twas not good.",JF
"Mortal you must leave your wooing,",JF
"Though there be a joy in doing,",JF
"Yet it brings much grief behind it,",JF
"They best feel it, that do find it.",JF
"_Clor._ Come bring him in, I will attend his sore",JF
"When you are well, take heed you lust no more.",JF
"_Satyr._ Shepherd, see what comes of kissing,",JF
By my head 'twere better missing.,JF
"Brightest, if there be remaining",JF
"Any service, without feigning",JF
I will do it; were I set,JF
"To catch the nimble wind, or get",JF
"Shadows gliding on the green,",JF
Or to steal from the great Queen,JF
"Of _Fayries_, all her beauty,",JF
"I would do it, so much duty",JF
Do I owe those precious Eyes.,JF
"_Clor._ I thank thee honest _Satyr_, if the cryes",JF
"Of any other that be hurt or ill,",JF
"Draw thee unto them, prithee do thy will",JF
To bring them hither.,JF
"_Satyr._ I will, and when the weather",JF
"Serves to Angle in the brook,",JF
"I will bring a silver hook,",JF
"With a line of finest silk,",JF
"And a rod as white as milk,",JF
To deceive the little fish:,JF
"So I take my leave, and wish,",JF
On this Bower may ever dwell,JF
"Spring, and Summer.",JF
_Clo_. Friend farewel.                      [_Exit_.,JF
"_Enter_ Amoret, _seeking her Love_.",JF
"_Amor_. This place is Ominous, for here I lost",JF
"My Love and almost life, and since have crost",JF
"All these Woods over, never a Nook or Dell,",JF
"Where any little Bird, or Beast doth dwell,",JF
"But I have sought him, never a bending brow",JF
"Of any Hill or Glade, the wind sings through,",JF
"Nor a green bank, nor shade where Shepherds use",JF
"To sit and Riddle, sweetly pipe, or chuse",JF
"Their Valentines, that I have mist, to find",JF
"My love in. _Perigot_, Oh too unkind,",JF
Why hast thou fled me? whither art thou gone?,JF
How have I wrong'd thee? was my love alone,JF
"To thee worthy this scorn'd recompence? 'tis well,",JF
I am content to feel it: but I tell,JF
"Thee Shepherd, and these lusty woods shall hear,",JF
Forsaken _Amoret_ is yet as clear,JF
"Of any stranger fire, as Heaven is",JF
"From foul corruption, or the deep Abysse",JF
From light and happiness; and thou mayst know,JF
"All this for truth, and how that fatal blow",JF
"Thou gav'st me, never from desert of mine,",JF
"Fell on my life, but from suspect of thine,",JF
"Or fury more than madness; therefore, here,",JF
"Since I have lost my life, my love, my dear,",JF
"Upon this cursed place, and on this green,",JF
"That first divorc'd us, shortly shall be seen",JF
"A sight of so great pity, that each eye",JF
Shall dayly spend his spring in memory,JF
Of my untimely fall.,JF
_Enter_ Amaryllis.,JF
"_Amar_. I am not blind,",JF
"Nor is it through the working of my mind,",JF
That this shows _Amoret_; forsake me all,JF
"That dwell upon the soul, but what men call",JF
"Wonder, or more than wonder, miracle,",JF
For sure so strange as this the Oracle,JF
"Never gave answer of, it passeth dreams,",JF
"Or mad-mens fancy, when the many streams",JF
Of new imaginations rise and fall:,JF
Tis but an hour since these Ears heard her call,JF
"For pity to young _Perigot_; whilest he,",JF
Directed by his fury bloodily,JF
"Lanc't up her brest, which bloodless fell and cold;",JF
"And if belief may credit what was told,",JF
"After all this, the Melancholy Swain",JF
"Took her into his arms being almost slain,",JF
And to the bottom of the holy well,JF
"Flung her, for ever with the waves to dwell.",JF
"Tis she, the very same, 'tis _Amoret_,",JF
"And living yet, the great powers will not let",JF
"Their vertuous love be crost. Maid, wipe away",JF
"Those heavy drops of sorrow, and allay",JF
"The storm that yet goes high, which not deprest,",JF
"Breaks heart and life, and all before it rest:",JF
Thy _Perigot_--,JF
"_Amor_. Where, which is _Perigot?_",JF
"_Amar_. Sits there below, lamenting much, god wot,",JF
"Thee [and thy] fortune, go and comfort him,",JF
And thou shalt find him underneath a brim,JF
Of sailing Pines that edge yon Mountain in.,JF
"_Amo_. I go, I run, Heaven grant me I may win",JF
His soul again.                               [_Exit_ Amoret.,JF
_Enter_ Sullen.,JF
"_Sull_. Stay _Amaryllis_, stay,",JF
"Ye are too fleet, 'tis two hours yet to day.",JF
"I have perform'd my promise, let us sit",JF
And warm our bloods together till the fit,JF
Come lively on us.,JF
"_Amar_. Friend you are too keen,",JF
"The morning riseth and we shall be seen,",JF
Forbear a little.,JF
_Sull_. I can stay no longer.,JF
"_Amar_. Hold _Shepherd_ hold, learn not to be a wronger",JF
"Of your word, was not your promise laid,",JF
To break their loves first?,JF
_Sull_. I have done it Maid.,JF
"_Amar_. No, they are yet unbroken, met again,",JF
And are as hard to part yet as the stain,JF
Is from the finest Lawn.,JF
_Sull_. I say they are,JF
"Now at this present parted, and so far,",JF
That they shall never meet.,JF
"_Amar_. Swain 'tis not so,",JF
"For do but to yon hanging Mountain go,",JF
And there believe your eyes.,JF
_Sull_. You do but hold,JF
Off with delayes and trifles; farewell cold,JF
"And frozen bashfulness, unfit for men;",JF
Thus I salute thee Virgin.,JF
"_Amar_. And thus then,",JF
"I bid you follow, catch me if you can.             [_Exit_.",JF
_Sull_. And if I stay behind I am no man.     [_Exit running after her_.,JF
_Enter_ Perigot.,JF
_Per_. Night do not steal away: I woo thee yet,JF
To hold a hard hand o're the rusty bit,JF
"That guides the lazy Team: go back again,",JF
"_Bootes_, thou that driv'st thy frozen Wain",JF
"Round as a Ring, and bring a second Night",JF
To hide my sorrows from the coming light;,JF
"Let not the eyes of men stare on my face,",JF
"And read my falling, give me some black place",JF
"Where never Sun-beam shot his wholesome light,",JF
That I may sit and pour out my sad spright,JF
"Like running water, never to be known",JF
After the forced fall and sound is gone.,JF
_Enter_ Amoret _looking for_ Perigot.,JF
"_Amo_. This is the bottom: speak if thou be here,",JF
"My _Perigot_, thy _Amoret_, thy dear",JF
Calls on thy loved Name.,JF
_Per_. What art thou [dare],JF
"Tread these forbidden paths, where death and care",JF
Dwell on the face of darkness?,JF
"_Amo_. 'Tis thy friend,",JF
"Thy _Amoret_, come hither to give end",JF
"To these consumings; look up gentle Boy,",JF
I have forgot those Pains and dear annoy,JF
"I suffer'd for thy sake, and am content",JF
To be thy love again; why hast thou rent,JF
"Those curled locks, where I have often hung",JF
"Riband and Damask-roses, and have flung",JF
"Waters distil'd to make thee fresh and gay,",JF
Sweeter than the Nosegayes on a Bridal day?,JF
"Why dost thou cross thine Arms, and hang thy face",JF
"Down to thy bosom, letting fall apace",JF
From those two little Heavens upon the ground,JF
"Showers of more price, more Orient, and more round",JF
Than those that hang upon the Moons pale brow?,JF
"Cease these complainings, Shepherd, I am now",JF
"The same I ever was, as kind and free,",JF
And can forgive before you ask of me.,JF
Indeed I can and will.,JF
_Per_. So spoke my fair.,JF
"O you great working powers of Earth and Air,",JF
"Water and forming fire, why have you lent",JF
Your hidden vertues of so ill intent?,JF
"Even such a face, so fair, so bright of hue",JF
"Had _Amoret_; such words so smooth and new,",JF
"Came flying from her tongue; such was her eye,",JF
And such the pointed sparkle that did flye,JF
"Forth like a bleeding shaft; all is the same,",JF
"The Robe and Buskins, painted Hook, and frame",JF
"Of all her Body. O me, _Amoret_!",JF
"_Amo_. Shepherd, what means this Riddle? who hath set",JF
So strong a difference 'twixt my self and me,JF
That I am grown another? look and see,JF
"The Ring thou gav'st me, and about my wrist",JF
That curious Bracelet thou thy self didst twist,JF
From those fair Tresses: knowst thou _Amoret_?,JF
Hath not some newer love forc'd thee forget,JF
Thy Ancient faith?,JF
_Per_. Still nearer to my love;,JF
These be the very words she oft did prove,JF
"Upon my temper, so she still would take",JF
"Wonder into her face, and silent make",JF
"Signs with her head and hand, as who would say,",JF
Shepherd remember this another day.,JF
_Amo_. Am I not _Amaret_? where was I lost?,JF
"Can there be Heaven, and time, and men, and most",JF
Of these unconstant? Faith where art thou fled?,JF
"Are all the vows and protestations dead,",JF
"The hands [held] up, the wishes, and the heart,",JF
"Is there not one remaining, not a part",JF
Of all these to be found? why then I see,JF
Men never knew that vertue Constancie.,JF
"_Per_. Men ever were most blessed, till crass fate",JF
"Brought Love and Women forth, unfortunate",JF
"To all that ever tasted of their smiles,",JF
"Whose actions are all double, full of wiles:",JF
"Like to the subtil Hare, that 'fore the Hounds",JF
"Makes many turnings, leaps and many rounds,",JF
"This way and that way, to deceive the scent",JF
Of her pursuers.,JF
_Amo_. 'Tis but to prevent,JF
"Their speedy coming on that seek her fall,",JF
"The hands of cruel men, more Bestial,",JF
And of a nature more refusing good,JF
"Than Beasts themselves, or Fishes of the Flood.",JF
"_Per_. Thou art all these, and more than nature meant,",JF
"When she created all, frowns, joys, content;",JF
"Extream fire for an hour, and presently",JF
"Colder than sleepy poyson, or the Sea,",JF
Upon whose face sits a continual frost:,JF
"Your actions ever driven to the most,",JF
"Then down again as low, that none can find",JF
The rise or falling of a Womans mind.,JF
"_Amo_. Can there be any Age, or dayes, or time,",JF
"Or tongues of men, guilty so great a crime",JF
"As wronging simple Maid? O _Perigot_,",JF
"Thou that wast yesterday without a blot,",JF
"Thou that wast every good, and every thing",JF
That men call blessed; thou that wast the spring,JF
From whence our looser grooms drew all their best;,JF
"Thou that wast alwayes just, and alwayes blest",JF
In faith and promise; thou that hadst the name,JF
"Of Vertuous given thee, and made good the same",JF
Ev'en from thy Cradle; thou that wast that all,JF
That men delighted in; Oh what a fall,JF
"Is this, to have been so, and now to be",JF
"The only best in wrong and infamie,",JF
And I to live to know this! and by me,JF
"That lov'd thee dearer than mine eyes, or that",JF
"Which we esteem'd our honour, Virgin state;",JF
"Dearer than Swallows love the early morn,",JF
Or Dogs of Chace the sound of merry Horn;,JF
"Dearer than thou canst love thy new Love, if thou hast",JF
"Another, and far dearer than the last;",JF
"Dearer than thou canst love thy self, though all",JF
The self love were within thee that did fall,JF
"With that coy Swain that now is made a flower,",JF
"For whose dear sake, Echo weeps many a shower.",JF
And am I thus rewarded for my flame?,JF
Lov'd worthily to get a wantons name?,JF
"Come thou forsaken Willow, wind my head,",JF
And noise it to the world my Love is dead:,JF
"I am forsaken, I am cast away.",JF
"And left for every lazy Groom to say,",JF
"I was unconstant, light, and sooner lost",JF
"Than the quick Clouds we see, or the chill Frost",JF
"When the hot Sun beats on it. Tell me yet,",JF
Canst thou not love again thy _Amoret_?,JF
"_Per_. Thou art not worthy of that blessed name,",JF
"I must not know thee, fling thy wanton flame",JF
"Upon some lighter blood, that may be hot",JF
With words and feigned passions: _Perigot_,JF
"Was ever yet unstain'd, and shall not now",JF
Stoop to the meltings of a borrowed brow.,JF
"_Amo_. Then hear me heaven, to whom I call for right,",JF
And you fair twinkling stars that crown the night;,JF
"And hear me woods, and silence of this place,",JF
And ye sad hours that move a sullen pace;,JF
Hear me ye shadows that delight to dwell,JF
"In horrid darkness, and ye powers of Hell,",JF
"Whilst I breath out my last; I am that maid,",JF
"That yet untainted _Amoret_, that plaid",JF
"The careless prodigal, and gave away",JF
"My soul to this young man, that now dares say",JF
"I am a stranger, not the same, more wild;",JF
And thus with much belief I was beguil'd.,JF
"I am that maid, that have delaid, deny'd,",JF
And almost scorn'd the loves of all that try'd,JF
"To win me, but this swain, and yet confess",JF
I have been woo'd by many with no less,JF
"Soul of affection, and have often had",JF
"Rings, Belts, and Cracknels sent me from the lad",JF
That feeds his flocks down westward; Lambs and Doves,JF
"By young _Alexis; Daphnis_ sent me gloves,",JF
"All which I gave to thee: nor these, nor they",JF
"That sent them did I smile on, or e're lay",JF
Up to my after-memory. But why,JF
"Do I resolve to grieve, and not to dye?",JF
"Happy had been the stroke thou gav'st, if home;",JF
By this time had I found a quiet room,JF
"Where every slave is free, and every brest",JF
"That living breeds new care, now lies at rest,",JF
And thither will poor _Amoret_.,JF
_Per_. Thou must.,JF
Was ever any man so loth to trust,JF
His eyes as I? or was there ever yet,JF
Any so like as this to _Amoret_?,JF
"For whose dear sake, I promise if there be",JF
"A living soul within thee, thus to free",JF
Thy body from it.                     [_He hurts her again_.,JF
"_Amo_. So, this work hath end:",JF
"Farewel and live, be constant to thy friend",JF
That loves thee next.,JF
"_Enter_ Satyr, Perigot _runs off_.",JF
"_Satyr_. See the day begins to break,",JF
And the light shoots like a streak,JF
"Of subtil fire, the wind blows cold,",JF
Whilst the morning doth unfold;,JF
"Now the Birds begin to rouse,",JF
And the Squirril from the boughs,JF
Leaps to get him Nuts and fruit;,JF
"The early Lark that erst was mute,",JF
Carrols to the rising day,JF
Many a note and many a lay:,JF
"Therefore here I end my watch,",JF
Lest the wandring swain should catch,JF
"Harm, or lose himself.",JF
_Amo_. Ah me!,JF
"_Satyr_. Speak again what e're thou be,",JF
"I am ready, speak I say:",JF
"By the dawning of the day,",JF
"By the power of night and _Pan_,",JF
I inforce thee speak again.,JF
_Amo_. O I am most unhappy.,JF
_Satyr_. Yet more blood!,JF
Sure these wanton Swains are wode.,JF
Can there be a hand or heart,JF
Dare commit so vile a part,JF
As this Murther? By the Moon,JF
"That hid her self when this was done,",JF
Never was a sweeter face:,JF
I will bear her to the place,JF
Where my Goddess keeps; and crave,JF
"Her to give her life, or grave.                  [_Exeunt_.",JF
_Enter_ Clorin.,JF
_Clor_. Here whilst one patient takes his rest secure,JF
I steal abroad to doe another Cure.,JF
"Pardon thou buryed body of my love,",JF
"That from thy side I dare so soon remove,",JF
"I will not prove unconstant, nor will leave",JF
Thee for an hour alone. When I deceive,JF
"My first made vow, the wildest of the wood",JF
"Tear me, and o're thy Grave let out my blood;",JF
I goe by wit to cure a lovers pain,JF
"Which no herb can; being done, I'le come again.      [_Exit_.",JF
_Enter_ Thenot.,JF
"_The_. Poor Shepherd in this shade for ever lye,",JF
"And seeing thy fair _Clorins_ Cabin, dye:",JF
"0 hapless love, which [being] answer'd, ends;",JF
And as a little infant cryes and bends,JF
"His tender Brows, when rowling of his eye",JF
He hath espy'd some thing that glisters nigh,JF
"Which he would have, yet give it him, away",JF
"He throws it straight, and cryes afresh to play",JF
"With something else: such my affection, set",JF
"On that which I should loath, if I could get.",JF
_Enter_ Clorin.,JF
_Clor_. See where he lyes; did ever man but he,JF
Love any woman for her Constancie,JF
"To her dead lover, which she needs must end",JF
"Before she can allow him for her friend,",JF
"And he himself must needs the cause destroy,",JF
"For which he loves, before he can enjoy?",JF
"Poor _Shepherd_, Heaven grant I at once may free",JF
"Thee from thy pain, and keep my loyaltie:",JF
"_Shepherd_, look up.",JF
_The_. Thy brightness doth amaze!,JF
"So _Phoebus_ may at noon bid mortals gaze,",JF
"Thy glorious constancie appears so bright,",JF
I dare not meet the Beams with my weak sight.,JF
_Clor_. Why dost thou pine away thy self for me?,JF
_The_. Why dost thou keep such spotless constancie?,JF
"_Clor_. Thou holy _Shepherd_, see what for thy sake",JF
"_Clorin_, thy _Clorin_, now dare under take.         [_He starts up_.",JF
"_The_. Stay there, thou constant _Clorin_, if there be",JF
"Yet any part of woman left in thee,",JF
To make thee light: think yet before thou speak.,JF
_Clor_. See what a holy vow for thee I break.,JF
I that already have my fame far spread,JF
For being constant to my lover dead.,JF
"_The_. Think yet, dear _Clorin_, of your love, how true,",JF
"If you had dyed, he would have been to you.",JF
_Clor_. Yet all I'le lose for thee.,JF
_The_. Think but how blest,JF
A constant woman is above the rest.,JF
"_Clor_. And offer up my self, here on this ground,",JF
To be dispos'd by thee.,JF
_The_. Why dost thou wound,JF
"His heart with malice, against woman more,",JF
"That hated all the Sex, but thee before?",JF
How much more pleasant had it been to me,JF
"To dye, than to behold this change in thee?",JF
